fund_center_code,fund_code,functional_area_code,object_code,fund_center_name,fund_name,functional_area_name,accounting_object_name,service_area_code,program_code,sub_program_code,fund_center,division_code,bureau_code,bureau_name,fiscal_year,amount
TRED000003,SPEC_REV,TPOPDS,IMS,Street Systems Management,Special Revenue,Development Services,Internal Materials and Services,TP,TPOP,TPOPDS,TRED000003,TRED,TR,Portland Bureau of Transportation,2013-14,388908
PKPR000021,GENERAL,PRRECS,PERSONAL,Matt Dishman Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000021,PKPR,PK,Portland Parks & Recreation,2007-08,388945
PKDI000002,GENERAL,PRSPBS,EMS,Finance,General Fund,Business Services,External Materials and Services,PR,PRSP,PRSPBS,PKDI000002,PKDI,PK,Portland Parks & Recreation,2008-09,389047
MFOP000001,GENERAL,LAAS00,IMS,Finance and Management Services,General Fund,Administration & Support,Internal Materials and Services,LA,LAAS,LAAS00,MFOP000001,MFOP,MF,Office of Management & Finance,2013-14,389213
MFTS000008,INT_SVC,LAASAM,PERSONAL,BTS Bureau Administration,Internal Service,Administration,Personnel Services,LA,LAAS,LAASAM,MFTS000008,MFTS,MF,Office of Management & Finance,2010-11,389296
PLOP000041,GENERAL,PSNSNS,PERSONAL,NE/Neighborhood Response Team,General Fund,Neighborhood Safety,Personnel Services,PS,PSNS,PSNSNS,PLOP000041,PLOP,PL,Portland Police Bureau,2015-16,389324
WACS000002,ENTERPRISE,PUCSCS,EMS,Customer Service-Service Center,Enterprise,Customer Services,External Materials and Services,PU,PUCS,PUCSCS,WACS000002,WACS,WA,Portland Water Bureau,2011-12,389359
ESWS000002,ENTERPRISE,PUWSSS,EMS,Stormwater System Division,Enterprise,Sustainable Stormwater,External Materials and Services,PU,PUWS,PUWSSS,ESWS000002,ESWS,ES,Bureau of Environmental Services,2007-08,389362
ESBS000004,ENTERPRISE,PUASBS,PERSONAL,Administrative Services,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,ESBS000004,ESBS,ES,Bureau of Environmental Services,2008-09,389375
ESPP000005,ENTERPRISE,PUPPSC,PERSONAL,Industrial Projects,Enterprise,Source Control,Personnel Services,PU,PUPP,PUPPSC,ESPP000005,ESPP,ES,Bureau of Environmental Services,2007-08,389390
SDSD000005,ENTERPRISE,CDSWOP,PERSONAL,Solid Waste Recycling,Enterprise,Operations,Personnel Services,CD,CDSW,CDSWOP,SDSD000005,SDSD,SD,Office of Sustainable Development,2008-09,389578
MFCP000002,CAPITAL,PSPS00,ENDBAL,Public Safety System Revitalization,Capital Projects,Public Safety Systems Revitalization Program,Unappropriated Fund Balance,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2013-14,389767
TRED000003,SPEC_REV,TPOPDS,IMS,Street Systems Management,Special Revenue,Development Services,Internal Materials and Services,TP,TPOP,TPOPDS,TRED000003,TRED,TR,Portland Bureau of Transportation,2010-11,389873
PKPR000003,GENERAL,PRINMN,EMS,Turf Maintenance,General Fund,Maintenance,External Materials and Services,PR,PRIN,PRINMN,PKPR000003,PKPR,PK,Portland Parks & Recreation,2006-07,389915
TRED000009,SPEC_REV,TPCISU,IMS,Project Management,Special Revenue,CIP Support - Engineering Services,Internal Materials and Services,TP,TPCI,TPCISU,TRED000009,TRED,TR,Portland Bureau of Transportation,2010-11,389983
PLCH000013,GENERAL,PSSFSF,PERSONAL,Crime Interdiction Overhead,General Fund,Strategy & Finance,Personnel Services,PS,PSSF,PSSFSF,PLCH000013,PLCH,PL,Portland Police Bureau,2007-08,390204
PKPR000012,GENERAL,PRINMN,EMS,Services South Zone Operations,General Fund,Maintenance,External Materials and Services,PR,PRIN,PRINMN,PKPR000012,PKPR,PK,Portland Parks & Recreation,2010-11,390222
WAMC000019,ENTERPRISE,PUDIDM,PERSONAL,Maint & Const - Outer Northeast District,Enterprise,Distribution Mains,Personnel Services,PU,PUDI,PUDIDM,WAMC000019,WAMC,WA,Portland Water Bureau,2014-15,390231
ESBS000001,ENTERPRISE,PUASFI,BOND,Business Services Financial Management,Enterprise,Finance,Debt Service,PU,PUAS,PUASFI,ESBS000001,ESBS,ES,Bureau of Environmental Services,2006-07,390313
MFHR000014,GENERAL,LASI00,EMS,Human Resources Police Bureau,General Fund,Site Teams and Police HR,External Materials and Services,LA,LASI,LASI00,MFHR000014,MFHR,MF,Office of Management & Finance,2009-10,390431
WAEN000011,ENTERPRISE,PUASBS,PERSONAL,Engineering-Contract Administration,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAEN000011,WAEN,WA,Portland Water Bureau,2012-13,390449
MFOP000033,ENTERPRISE,LAASSF,EMS,PGE Park,Enterprise,Spectator Facilities,External Materials and Services,LA,LAAS,LAASSF,MFOP000033,MFOP,MF,Office of Management & Finance,2014-15,390555
TRED000006,SPEC_REV,TPCISU,PERSONAL,Survey,Special Revenue,CIP Support - Engineering Services,Personnel Services,TP,TPCI,TPCISU,TRED000006,TRED,TR,Portland Bureau of Transportation,2015-16,390615
WAHP000001,ENTERPRISE,PUHP00,FNDXFER,Hydroelectric Power,Enterprise,Hydroelectric Power,Fund Transfers - Expense,PU,PUHP,PUHP00,WAHP000001,WAHP,WA,Portland Water Bureau,2011-12,390794
WAOP000013,ENTERPRISE,PUSUBR,EMS,Operations-Conduits/Watershed,Enterprise,Bull Run Watershed,External Materials and Services,PU,PUSU,PUSUBR,WAOP000013,WAOP,WA,Portland Water Bureau,2011-12,390880
TRDR000014,SPEC_REV,TPASBS,PERSONAL,Transportation Loss Control/Training,Special Revenue,Business Services,Personnel Services,TP,TPAS,TPASBS,TRDR000014,TRDR,TR,Portland Bureau of Transportation,2015-16,390952
NIAD000001,GENERAL,CDAS00,PERSONAL,ONI Administration,General Fund,Administration & Support,Personnel Services,CD,CDAS,CDAS00,NIAD000001,NIAD,NI,Office of Neighborhood Involvement,2012-13,390981
MFOP000014,INT_SVC,LAAQ00,IMS,Replacement,Internal Service,New & Replacement Acquisitions,Internal Materials and Services,LA,LAAQ,LAAQ00,MFOP000014,MFOP,MF,Office of Management & Finance,2008-09,391176
PLOP000033,GENERAL,PSERER,IMS,Traffic Operations,General Fund,Emergency Response & Problem Solving,Internal Materials and Services,PS,PSER,PSERER,PLOP000033,PLOP,PL,Portland Police Bureau,2011-12,391200
ESWW000004,ENTERPRISE,PUWWCS,PERSONAL,Stormwater Operations & Maintenance,Enterprise,Collection System,Personnel Services,PU,PUWW,PUWWCS,ESWW000004,ESWW,ES,Bureau of Environmental Services,2012-13,391205
PKDI000004,SPEC_REV,PRSPBS,EMS,Portland Parks Trust,Special Revenue,Business Services,External Materials and Services,PR,PRSP,PRSPBS,PKDI000004,PKDI,PK,Portland Parks & Recreation,2006-07,391287
MFOP000042,INT_SVC,LAFAPM,EMS,Facilities Project Management,Internal Service,Project Management,External Materials and Services,LA,LAFA,LAFAPM,MFOP000042,MFOP,MF,Office of Management & Finance,2015-16,391540
WAEN000016,ENTERPRISE,PUASBS,PERSONAL,Engineering-Survey & ROW Services,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAEN000016,WAEN,WA,Portland Water Bureau,2014-15,391545
WABA000001,ENTERPRISE,PUASBS,PERSONAL,Bureau Administrator-Bureau Admin,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WABA000001,WABA,WA,Portland Water Bureau,2013-14,391555
ECOP000001,SPEC_REV,PSOP00,FNDXFER,Operations,Special Revenue,9-1-1 Operations,Fund Transfers - Expense,PS,PSOP,PSOP00,ECOP000001,ECOP,EC,Bureau of Emergency Communications,2008-09,391586
MFHR000005,GENERAL,LAHRDD,PERSONAL,Diversity and Affirmative Action,General Fund,Diversity/Affirmative Action,Personnel Services,LA,LAHR,LAHRDD,MFHR000005,MFHR,MF,Office of Management & Finance,2014-15,391657
ESDR000004,ENTERPRISE,PUPH00,PERSONAL,Portland Harbor Admin,Enterprise,Portland Harbor,Personnel Services,PU,PUPH,PUPH00,ESDR000004,ESDR,ES,Bureau of Environmental Services,2011-12,391701
WACS000001,ENTERPRISE,PUCSCS,PERSONAL,Customer Service - Cust Svs Div,Enterprise,Customer Services,Personnel Services,PU,PUCS,PUCSCS,WACS000001,WACS,WA,Portland Water Bureau,2012-13,391809
PLOP000034,GENERAL,PSTSTS,PERSONAL,Traffic/Investigation,General Fund,Traffic Safety,Personnel Services,PS,PSTS,PSTSTS,PLOP000034,PLOP,PL,Portland Police Bureau,2011-12,392125
MFTS000055,INT_SVC,LAIEMH,PERSONAL,800 MHz System,Internal Service,800 MHz,Personnel Services,LA,LAIE,LAIEMH,MFTS000055,MFTS,MF,Office of Management & Finance,2010-11,392390
PKPR000004,GENERAL,PRRECS,PERSONAL,Hillside Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000004,PKPR,PK,Portland Parks & Recreation,2009-10,392431
MFSA000011,GENERAL,CDSA00,EMS,Downtown Services,General Fund,Special Appropriations - Community Development,External Materials and Services,CD,CDSA,CDSA00,MFSA000011,MFSA,MF,Office of Management & Finance,2012-13,392444
MFHR000014,GENERAL,LASI00,PERSONAL,Human Resources Police Bureau,General Fund,Site Teams and Police HR,Personnel Services,LA,LASI,LASI00,MFHR000014,MFHR,MF,Office of Management & Finance,2012-13,392461
ESEN000022,ENTERPRISE,PUENAM,PERSONAL,ASM - Spatial Tools & Analysis,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000022,ESEN,ES,Bureau of Environmental Services,2011-12,392890
WAMC000020,ENTERPRISE,PUDIHY,EMS,Maint & Const - Northwest District,Enterprise,Hydrants,External Materials and Services,PU,PUDI,PUDIHY,WAMC000020,WAMC,WA,Portland Water Bureau,2010-11,392940
MFPU000001,GENERAL,LAPRPS,IMS,Procurement Services,General Fund,Procurement Services,Internal Materials and Services,LA,LAPR,LAPRPS,MFPU000001,MFPU,MF,Office of Management & Finance,2013-14,392950
HNHN000001,GENERAL,CDHN00,PERSONAL,Office of Human Relations,General Fund,Human Relations,Personnel Services,CD,CDHN,CDHN00,HNHN000001,HNHN,HN,Office of Human Relations,2009-10,393195
MFTS000011,INT_SVC,LASC00,PERSONAL,Integrated Support Center,Internal Service,Support Center,Personnel Services,LA,LASC,LASC00,MFTS000011,MFTS,MF,Office of Management & Finance,2009-10,393208
AUCA000005,GENERAL,LAHO00,PERSONAL,Hearings Office,General Fund,Hearings Office,Personnel Services,LA,LAHO,LAHO00,AUCA000005,AUCA,AU,Office of the City Auditor,2014-15,393240
PLIN000008,GENERAL,PSERER,PERSONAL,Explosive Disposal,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLIN000008,PLIN,PL,Portland Police Bureau,2007-08,393378
PKPR000016,GENERAL,PRINMN,EMS,Services East  Zone Operations,General Fund,Maintenance,External Materials and Services,PR,PRIN,PRINMN,PKPR000016,PKPR,PK,Portland Parks & Recreation,2012-13,393502
WARP000005,ENTERPRISE,PURCRC,PERSONAL,Resource  Protection-Env Compliance,Enterprise,Regulatory Compliance,Personnel Services,PU,PURC,PURCRC,WARP000005,WARP,WA,Portland Water Bureau,2011-12,393550
WAOP000016,ENTERPRISE,PUDIPT,PERSONAL,Operations-Operational Analysis,Enterprise,Pump Stations/Tanks,Personnel Services,PU,PUDI,PUDIPT,WAOP000016,WAOP,WA,Portland Water Bureau,2014-15,393554
ESBS000005,ENTERPRISE,PUASIM,EMS,Mapping Data & Application Services,Enterprise,Information Management,External Materials and Services,PU,PUAS,PUASIM,ESBS000005,ESBS,ES,Bureau of Environmental Services,2011-12,393564
ESWW000002,ENTERPRISE,PUWWCS,PERSONAL,Maintenance,Enterprise,Collection System,Personnel Services,PU,PUWW,PUWWCS,ESWW000002,ESWW,ES,Bureau of Environmental Services,2009-10,393576
WAEN000011,ENTERPRISE,PUASBS,CAPITAL,Engineering-Contract Administration,Enterprise,Bureau Support,Capital Outlay,PU,PUAS,PUASBS,WAEN000011,WAEN,WA,Portland Water Bureau,2010-11,393613
DSAS000001,SPEC_REV,CDAS00,EMS,Administration,Special Revenue,Administration & Support,External Materials and Services,CD,CDAS,CDAS00,DSAS000001,DSAS,DS,Bureau of Development Services,2014-15,393629
PKPR000043,GENERAL,PRRESG,PERSONAL,Portland Tennis Center,General Fund,Sports and Games,Personnel Services,PR,PRRE,PRRESG,PKPR000043,PKPR,PK,Portland Parks & Recreation,2014-15,393631
ESWW000004,ENTERPRISE,PUWWCS,PERSONAL,Stormwater Operations & Maintenance,Enterprise,Collection System,Personnel Services,PU,PUWW,PUWWCS,ESWW000004,ESWW,ES,Bureau of Environmental Services,2010-11,393810
MFOP000043,INT_SVC,LAFAPP,EMS,Facilities Property Management,Internal Service,Property Management,External Materials and Services,LA,LAFA,LAFAPP,MFOP000043,MFOP,MF,Office of Management & Finance,2013-14,393848
ESWW000019,ENTERPRISE,PUWW00,PERSONAL,Administrative Services,Enterprise,Wastewater,Personnel Services,PU,PUWW,PUWW00,ESWW000019,ESWW,ES,Bureau of Environmental Services,2013-14,393966
ESEN000019,ENTERPRISE,PUENAM,PERSONAL,Asset Systems Mgmt Planning,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000019,ESEN,ES,Bureau of Environmental Services,2012-13,393972
ESEN000019,ENTERPRISE,PUENAM,EMS,Asset Systems Mgmt Planning,Enterprise,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESEN000019,ESEN,ES,Bureau of Environmental Services,2010-11,394011
MFTS000065,INT_SVC,LAASAM,PERSONAL,Stores & Order Fulfillment,Internal Service,Administration,Personnel Services,LA,LAAS,LAASAM,MFTS000065,MFTS,MF,Office of Management & Finance,2013-14,394107
DSIS000002,SPEC_REV,CDCMCM,PERSONAL,Facilities Permits - Electrical,Special Revenue,Commercial Inspections,Personnel Services,CD,CDCM,CDCMCM,DSIS000002,DSIS,DS,Bureau of Development Services,2014-15,394109
PKWC000027,GENERAL,PRCYCE,EMS,Workforce & Comm Alliances Admin,General Fund,Community Engagement,External Materials and Services,PR,PRCY,PRCYCE,PKWC000027,PKWC,PK,Portland Parks & Recreation,2009-10,394139
PKDI000003,SPEC_REV,PRSPBS,PERSONAL,Parks Local Option Levy,Special Revenue,Business Services,Personnel Services,PR,PRSP,PRSPBS,PKDI000003,PKDI,PK,Portland Parks & Recreation,2011-12,394304
ESWS000014,ENTERPRISE,PUWSSS,PERSONAL,Stormwater System Plan,Enterprise,Sustainable Stormwater,Personnel Services,PU,PUWS,PUWSSS,ESWS000014,ESWS,ES,Bureau of Environmental Services,2015-16,394349
FRPR000004,GENERAL,PSPR00,PERSONAL,Special Use Permits,General Fund,Prevention,Personnel Services,PS,PSPR,PSPR00,FRPR000004,FRPR,FR,Portland Fire & Rescue,2008-09,394376
MFOP000046,INT_SVC,LAFAOM,EMS,City Hall,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000046,MFOP,MF,Office of Management & Finance,2013-14,394428
ESWS000006,ENTERPRISE,PUWSWM,PERSONAL,Willamette Watershed,Enterprise,Watershed Management,Personnel Services,PU,PUWS,PUWSWM,ESWS000006,ESWS,ES,Bureau of Environmental Services,2007-08,394482
TRTS000003,SPEC_REV,TPCISC,CAPITAL,Signals & Street Lighting,Special Revenue,Safety and Congestion Management,Capital Outlay,TP,TPCI,TPCISC,TRTS000003,TRTS,TR,Portland Bureau of Transportation,2009-10,394533
WAEN000011,ENTERPRISE,PUSUBR,IMS,Engineering-Contract Administration,Enterprise,Bull Run Watershed,Internal Materials and Services,PU,PUSU,PUSUBR,WAEN000011,WAEN,WA,Portland Water Bureau,2013-14,394540
PKPR000010,GENERAL,PRREAQ,PERSONAL,Southwest Community Center,General Fund,Aquatics,Personnel Services,PR,PRRE,PRREAQ,PKPR000010,PKPR,PK,Portland Parks & Recreation,2007-08,394552
ESEN000008,ENTERPRISE,PUENDE,PERSONAL,Surface Water Engineering,Enterprise,Design,Personnel Services,PU,PUEN,PUENDE,ESEN000008,ESEN,ES,Bureau of Environmental Services,2009-10,394622
MFFS000005,GENERAL,LADM00,EMS,Debt Management,General Fund,Debt Management,External Materials and Services,LA,LADM,LADM00,MFFS000005,MFFS,MF,Office of Management & Finance,2009-10,394634
TRMN000007,SPEC_REV,TPOPEM,PERSONAL,Street Maintenance,Special Revenue,Emergency Preparedness,Personnel Services,TP,TPOP,TPOPEM,TRMN000007,TRMN,TR,Portland Bureau of Transportation,2008-09,394656
PLIN000034,GENERAL,PSCVCV,PERSONAL,Elder Crimes,General Fund,Cycle of Violence Reduction,Personnel Services,PS,PSCV,PSCVCV,PLIN000034,PLIN,PL,Portland Police Bureau,2014-15,394712
MFOP000042,INT_SVC,LAFAPM,PERSONAL,Facilities Project Management,Internal Service,Project Management,Personnel Services,LA,LAFA,LAFAPM,MFOP000042,MFOP,MF,Office of Management & Finance,2014-15,394731
PKSB000003,GENERAL,PRINPY,PERSONAL,Property Management,General Fund,Property,Personnel Services,PR,PRIN,PRINPY,PKSB000003,PKSB,PK,Portland Parks & Recreation,2011-12,394849
WAMC000020,ENTERPRISE,PUDIVG,PERSONAL,Maint & Const - Northwest District,Enterprise,Valves/Gates/Regulators,Personnel Services,PU,PUDI,PUDIVG,WAMC000020,WAMC,WA,Portland Water Bureau,2014-15,395086
FRPR000004,GENERAL,PSPR00,PERSONAL,Special Use Permits,General Fund,Prevention,Personnel Services,PS,PSPR,PSPR00,FRPR000004,FRPR,FR,Portland Fire & Rescue,2007-08,395179
MYMY000001,GENERAL,LAMYAS,IMS,Administrative and Executive Management,General Fund,Administration & Support,Internal Materials and Services,LA,LAMY,LAMYAS,MYMY000001,MYMY,MY,Office of the Mayor,2015-16,395348
MFTS000054,INT_SVC,LAIEMH,BOND,800 MHz Overhead,Internal Service,800 MHz,Debt Service,LA,LAIE,LAIEMH,MFTS000054,MFTS,MF,Office of Management & Finance,2007-08,395632
MFTS000010,INT_SVC,LASC00,PERSONAL,Support Center T&M Billable,Internal Service,Support Center,Personnel Services,LA,LASC,LASC00,MFTS000010,MFTS,MF,Office of Management & Finance,2010-11,395670
PNOP000003,GENERAL,CDASOC,IMS,Budget & Finance,General Fund,Bureau Operating Costs,Internal Materials and Services,CD,CDAS,CDASOC,PNOP000003,PNOP,PN,Bureau of Planning & Sustainability,2010-11,395693
PLIN000006,GENERAL,PSCVCV,IMS,Tactical Operations Division,General Fund,Cycle of Violence Reduction,Internal Materials and Services,PS,PSCV,PSCVCV,PLIN000006,PLIN,PL,Portland Police Bureau,2014-15,395737
HCMG000002,SPEC_REV,CDASBS,FNDXFER,Business Operations Team,Special Revenue,Business Services,Fund Transfers - Expense,CD,CDAS,CDASBS,HCMG000002,HCMG,HC,Portland Housing Bureau,2011-12,395745
MYMY000001,GENERAL,LAMYAS,IMS,Administrative and Executive Management,General Fund,Administration & Support,Internal Materials and Services,LA,LAMY,LAMYAS,MYMY000001,MYMY,MY,Office of the Mayor,2006-07,395771
ESWS000002,ENTERPRISE,PUWSSS,IMS,Stormwater System Division,Enterprise,Sustainable Stormwater,Internal Materials and Services,PU,PUWS,PUWSSS,ESWS000002,ESWS,ES,Bureau of Environmental Services,2009-10,396002
WAEN000011,ENTERPRISE,PURCRC,IMS,Engineering-Contract Administration,Enterprise,Regulatory Compliance,Internal Materials and Services,PU,PURC,PURCRC,WAEN000011,WAEN,WA,Portland Water Bureau,2010-11,396041
PLIN000020,GENERAL,PSCVCV,PERSONAL,Regulatory Org Crime Narc,General Fund,Cycle of Violence Reduction,Personnel Services,PS,PSCV,PSCVCV,PLIN000020,PLIN,PL,Portland Police Bureau,2007-08,396058
MFTS000051,INT_SVC,LACM00,PERSONAL,Network Engineering & Support,Internal Service,Communications,Personnel Services,LA,LACM,LACM00,MFTS000051,MFTS,MF,Office of Management & Finance,2012-13,396084
PLIN000025,GENERAL,PSCVCV,PERSONAL,Gun Taskforce,General Fund,Cycle of Violence Reduction,Personnel Services,PS,PSCV,PSCVCV,PLIN000025,PLIN,PL,Portland Police Bureau,2015-16,396247
PKWC000027,GENERAL,PRCYCE,EMS,Workforce & Comm Alliances Admin,General Fund,Community Engagement,External Materials and Services,PR,PRCY,PRCYCE,PKWC000027,PKWC,PK,Portland Parks & Recreation,2008-09,396364
DRDR000003,TRUST_PEN,PSDDRW,IMS,Disability & Death Benefits,Trust Pension,Return to Work,Internal Materials and Services,PS,PSDD,PSDDRW,DRDR000003,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2009-10,396417
ESWS000009,ENTERPRISE,PUWSWM,PERSONAL,Fanno/Tryon Creeks,Enterprise,Watershed Management,Personnel Services,PU,PUWS,PUWSWM,ESWS000009,ESWS,ES,Bureau of Environmental Services,2013-14,396548
MFFS000005,GENERAL,LADM00,PERSONAL,Debt Management,General Fund,Debt Management,Personnel Services,LA,LADM,LADM00,MFFS000005,MFFS,MF,Office of Management & Finance,2010-11,396999
MFOP000010,INT_SVC,LAMR00,PERSONAL,Maintenance & Repair,Internal Service,Maintenance & Repair,Personnel Services,LA,LAMR,LAMR00,MFOP000010,MFOP,MF,Office of Management & Finance,2009-10,5476179
EMEM000002,SPEC_REV,PSEMAS,EMS,Finance and Grants,Special Revenue,Administration & Support,External Materials and Services,PS,PSEM,PSEMAS,EMEM000002,EMEM,EM,Portland Bureau of Emergency Management,2012-13,5479413
TRTS000003,SPEC_REV,TPOPSL,EMS,Signals & Street Lighting,Special Revenue,Street Lighting,External Materials and Services,TP,TPOP,TPOPSL,TRTS000003,TRTS,TR,Portland Bureau of Transportation,2009-10,5483371
HCPG000002,SPEC_REV,CDHC00,EMS,Program Delivery for Ptld Housing Bureau,Special Revenue,Housing Production & Preservation,External Materials and Services,CD,CDHC,CDHC00,HCPG000002,HCPG,HC,Portland Housing Bureau,2006-07,5489425
