Fund center code,fund code,functional area code,object code,FY 2015-16,FY 2014-15,FY 2013-14,FY 2012-13,FY 2011-12,FY 2010-11,FY 2009-10,FY 2008-09,FY 2007-08,FY 2006-07,fund center name,Fund Name,functional area name,accounting object name,Service Area Code,Program Code,Sub Program Code,Fund Center,Division Code,Bureau Code,Bureau Name
MFOP000051,INT_SVC,PSAS00,EMS,0,0,0,0,0,0,0,20381,0,0,Property Warehouse,Internal Service,Administration & Support,External Materials and Services,PS,PSAS,PSAS00,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,PSAS00,IMS,0,0,0,0,0,4881,3755,8116,0,0,Property Warehouse,Internal Service,Administration & Support,Internal Materials and Services,PS,PSAS,PSAS00,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,PSAS00,CAPITAL,0,0,0,0,0,0,0,38681,0,0,Property Warehouse,Internal Service,Administration & Support,Capital Outlay,PS,PSAS,PSAS00,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAFAOM,PERSONAL,13767,14484,9106,6481,0,0,0,0,0,0,Police Traffic Division,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAFAOM,EMS,201537,174045,159917,175235,372,0,0,0,0,0,Police Traffic Division,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAFAOM,IMS,105621,75590,91425,61465,162223,0,0,0,0,0,Police Traffic Division,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAFAPP,PERSONAL,3097,2030,2813,2032,212,0,0,0,0,0,Police Traffic Division,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAFAPP,EMS,0,0,9000,0,0,0,0,0,0,0,Police Traffic Division,Internal Service,Property Management,External Materials and Services,LA,LAFA,LAFAPP,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAFASP,PERSONAL,866,0,0,0,0,0,0,0,0,0,Police Traffic Division,Internal Service,Facilities Strategic Plan,Personnel Services,LA,LAFA,LAFASP,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAFASP,EMS,901,0,0,0,0,0,0,0,0,0,Police Traffic Division,Internal Service,Facilities Strategic Plan,External Materials and Services,LA,LAFA,LAFASP,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAFASP,IMS,79,0,0,0,0,0,0,0,0,0,Police Traffic Division,Internal Service,Facilities Strategic Plan,Internal Materials and Services,LA,LAFA,LAFASP,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAOMOM,EMS,0,0,0,372,68163,0,0,0,0,0,Police Traffic Division,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAOMOM,IMS,0,0,0,0,85234,313227,278594,221180,0,0,Police Traffic Division,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAPM00,PERSONAL,0,0,0,0,62832,1910,0,0,0,0,Police Traffic Division,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAPM00,EMS,0,0,21634,0,150518,4600,0,0,0,0,Police Traffic Division,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAPM00,IMS,0,0,0,9,28821,290,0,0,0,0,Police Traffic Division,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAPM00,CAPITAL,0,0,0,0,1645933,0,0,0,0,0,Police Traffic Division,Internal Service,Project Management,Capital Outlay,LA,LAPM,LAPM00,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000052,INT_SVC,LAPP00,PERSONAL,0,0,0,0,1802,0,0,0,0,0,Police Traffic Division,Internal Service,Property Management,Personnel Services,LA,LAPP,LAPP00,MFOP000052,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAFAOM,PERSONAL,21840,16569,36242,9355,742,0,0,0,0,0,Police Training Division,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAFAOM,EMS,228540,89568,80984,77946,11332,0,0,0,0,0,Police Training Division,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAFAOM,IMS,77553,52148,26691,31153,30143,0,0,0,0,0,Police Training Division,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAFAPM,PERSONAL,133,5365,812,1538,0,0,0,0,0,0,Police Training Division,Internal Service,Project Management,Personnel Services,LA,LAFA,LAFAPM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAFAPM,EMS,55823,145230,67176,49299,0,0,0,0,0,0,Police Training Division,Internal Service,Project Management,External Materials and Services,LA,LAFA,LAFAPM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAFAPM,IMS,2518,5430,3399,2288,0,0,0,0,0,0,Police Training Division,Internal Service,Project Management,Internal Materials and Services,LA,LAFA,LAFAPM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,10088,3486,0,0,0,0,Police Training Division,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAOMOM,EMS,0,0,0,538,54382,5031,0,0,0,0,Police Training Division,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAOMOM,IMS,0,0,0,16,32780,124995,154729,82429,0,0,Police Training Division,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000053,INT_SVC,LAPM00,PERSONAL,0,0,0,0,265,0,0,0,0,0,Police Training Division,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000053,MFOP,MF,Office of Management & Finance
MFOP000054,INT_SVC,LAFAOM,PERSONAL,4829,4756,2051,1593,0,0,0,0,0,0,Equestrian Division,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000054,MFOP,MF,Office of Management & Finance
MFOP000054,INT_SVC,LAFAOM,EMS,37830,38216,42080,59498,16414,0,0,0,0,0,Equestrian Division,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000054,MFOP,MF,Office of Management & Finance
MFOP000054,INT_SVC,LAFAOM,IMS,13695,50965,41521,44415,38609,0,0,0,0,0,Equestrian Division,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000054,MFOP,MF,Office of Management & Finance
MFOP000054,INT_SVC,LAOMOM,EMS,0,0,0,148,23877,0,125,0,0,0,Equestrian Division,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000054,MFOP,MF,Office of Management & Finance
MFOP000054,INT_SVC,LAOMOM,IMS,0,0,0,0,24476,80131,76325,50019,0,0,Equestrian Division,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000054,MFOP,MF,Office of Management & Finance
MFOP000055,INT_SVC,LAFAOM,PERSONAL,7208,5710,473,165,0,0,0,0,0,0,Vehicle Storage Lot,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000055,MFOP,MF,Office of Management & Finance
MFOP000055,INT_SVC,LAFAOM,EMS,49261,34122,33406,31075,9485,0,0,0,0,0,Vehicle Storage Lot,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000055,MFOP,MF,Office of Management & Finance
MFOP000055,INT_SVC,LAFAOM,IMS,26191,24852,18111,45462,17716,0,0,0,0,0,Vehicle Storage Lot,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000055,MFOP,MF,Office of Management & Finance
MFOP000055,INT_SVC,LAOMOM,EMS,0,0,0,133,9084,0,0,0,0,0,Vehicle Storage Lot,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000055,MFOP,MF,Office of Management & Finance
MFOP000055,INT_SVC,LAOMOM,IMS,0,0,0,0,21008,53227,62825,49503,0,0,Vehicle Storage Lot,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000055,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAOM,PERSONAL,63183,47408,26680,62585,2332,0,0,0,0,0,North Precinct,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAOM,EMS,519860,440219,658803,1283303,59774,0,0,0,0,0,North Precinct,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAOM,IMS,138016,110604,99633,100070,91311,0,0,0,0,0,North Precinct,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAPM,PERSONAL,4662,0,0,8431,0,0,0,0,0,0,North Precinct,Internal Service,Project Management,Personnel Services,LA,LAFA,LAFAPM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAPM,EMS,33280,0,0,6927,0,0,0,0,0,0,North Precinct,Internal Service,Project Management,External Materials and Services,LA,LAFA,LAFAPM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAPM,IMS,0,0,0,55,0,0,0,0,0,0,North Precinct,Internal Service,Project Management,Internal Materials and Services,LA,LAFA,LAFAPM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAPP,PERSONAL,21578,21808,23169,10975,159,0,0,0,0,0,North Precinct,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAPP,EMS,0,480,2600,49,0,0,0,0,0,0,North Precinct,Internal Service,Property Management,External Materials and Services,LA,LAFA,LAFAPP,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAFAPP,IMS,0,68,66,0,0,0,0,0,0,0,North Precinct,Internal Service,Property Management,Internal Materials and Services,LA,LAFA,LAFAPP,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,12164,215,1007,3920,0,0,North Precinct,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAOMOM,EMS,0,0,0,922,140286,14285,14259,14621,0,0,North Precinct,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAOMOM,IMS,113,0,0,215,149627,406077,374635,226420,0,0,North Precinct,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAPM00,PERSONAL,0,0,580,0,20856,10618,2262,0,0,0,North Precinct,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAPM00,EMS,0,0,0,0,74924,328,5000,0,0,0,North Precinct,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000056,INT_SVC,LAPM00,IMS,0,0,0,156,2480,790,377,0,0,0,North Precinct,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000056,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAFAOM,PERSONAL,17763,14223,2900,12880,477,0,0,0,0,0,East Precinct,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAFAOM,EMS,219407,165800,99782,157851,37511,0,0,0,0,0,East Precinct,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAFAOM,IMS,70947,74412,49102,48966,43734,0,0,0,0,0,East Precinct,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,6829,5309,0,0,0,0,East Precinct,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAOMOM,EMS,0,0,0,494,85695,1964,92,0,0,0,East Precinct,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAOMOM,IMS,0,0,0,0,65629,200383,204885,126961,0,0,East Precinct,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAPM00,PERSONAL,0,0,0,0,0,30297,14109,8691,0,0,East Precinct,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAPM00,EMS,0,0,0,0,0,352419,132802,215689,0,0,East Precinct,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000057,INT_SVC,LAPM00,IMS,0,0,0,0,0,652,7375,11352,0,0,East Precinct,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000057,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAOM,PERSONAL,77566,89431,91076,53854,583,0,0,0,0,0,Justice Center,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAOM,EMS,1637422,1640849,1233329,1349264,7000,0,0,0,0,0,Justice Center,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAOM,IMS,99928,19080,33214,56799,535431,0,0,0,0,0,Justice Center,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAPM,PERSONAL,400,0,0,2527,0,0,0,0,0,0,Justice Center,Internal Service,Project Management,Personnel Services,LA,LAFA,LAFAPM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAPM,EMS,0,1566,0,0,0,0,0,0,0,0,Justice Center,Internal Service,Project Management,External Materials and Services,LA,LAFA,LAFAPM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAPM,IMS,0,44,0,0,0,0,0,0,0,0,Justice Center,Internal Service,Project Management,Internal Materials and Services,LA,LAFA,LAFAPM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAPP,PERSONAL,200,29,986,1401,0,0,0,0,0,0,Justice Center,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAPP,EMS,499,0,0,46,0,0,0,0,0,0,Justice Center,Internal Service,Property Management,External Materials and Services,LA,LAFA,LAFAPP,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAFAPP,IMS,0,0,0,11,0,0,0,0,0,0,Justice Center,Internal Service,Property Management,Internal Materials and Services,LA,LAFA,LAFAPP,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,5035,0,0,0,0,0,Justice Center,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAOMOM,EMS,0,0,0,4196,278598,26193,0,0,0,0,Justice Center,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAOMOM,IMS,0,0,0,0,262623,1022403,1390032,628527,0,0,Justice Center,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAOMOM,BOND,0,0,0,0,0,0,0,0,-2419,0,Justice Center,Internal Service,Operations and Maintenance,Debt Service,LA,LAOM,LAOMOM,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAPM00,PERSONAL,0,0,0,0,8136,15955,23568,11141,0,0,Justice Center,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAPM00,EMS,0,0,-658,0,13628,102326,22450,80986,0,0,Justice Center,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000058,INT_SVC,LAPM00,IMS,0,0,0,0,21376,8006,14932,4389,0,0,Justice Center,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000058,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAFAOM,PERSONAL,0,5539,0,1263,0,0,0,0,0,0,Kerby Garage,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAFAOM,EMS,57914,84681,183801,6687,0,0,0,0,0,0,Kerby Garage,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAFAOM,IMS,207814,149922,4114,0,0,0,0,0,0,0,Kerby Garage,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAFAPP,PERSONAL,133,0,116,412,0,0,0,0,0,0,Kerby Garage,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAFAPP,EMS,140967,136854,132871,128998,0,0,0,0,0,0,Kerby Garage,Internal Service,Property Management,External Materials and Services,LA,LAFA,LAFAPP,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAFAPP,IMS,6334,5119,6649,5824,0,0,0,0,0,0,Kerby Garage,Internal Service,Property Management,Internal Materials and Services,LA,LAFA,LAFAPP,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAMR00,EMS,0,0,116,0,0,0,0,0,0,0,Kerby Garage,Internal Service,Maintenance & Repair,External Materials and Services,LA,LAMR,LAMR00,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,1166,0,0,0,0,0,Kerby Garage,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAOMOM,EMS,0,0,0,0,138613,0,0,0,0,0,Kerby Garage,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAOMOM,IMS,0,0,0,0,7611,350,4999,159588,0,0,Kerby Garage,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAOMOM,FNDXFER,0,0,0,0,0,725000,300000,0,0,0,Kerby Garage,Internal Service,Operations and Maintenance,Fund Transfers - Expense,LA,LAOM,LAOMOM,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAPM00,PERSONAL,0,0,0,0,106,5577,15641,15550,0,0,Kerby Garage,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAPM00,EMS,0,0,0,0,210,101,218879,129822,0,0,Kerby Garage,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000059,MFOP,MF,Office of Management & Finance
MFOP000059,INT_SVC,LAPM00,IMS,0,0,0,0,0,255,11839,6682,0,0,Kerby Garage,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000059,MFOP,MF,Office of Management & Finance
